name,type
.gitignore,file
.gitmodules,file
2015,dir
3ds Max,dir
Actions,dir
Animations,dir
App.config,file
AssemblyInfo.cs,file
Audio,dir
Autodesk.Max.dll,file
Babylon,dir
Babylon file export.js,file
Babylon.VSIX,file
BabylonAbstractMesh.cs,file
BabylonActionCallback.cs,file
BabylonAnimation.cs,file
BabylonAnimationKey.cs,file
BabylonBone.cs,file
BabylonCamera.cs,file
BabylonExport,dir
BabylonExport.Core,dir
BabylonExport.Core.csproj,file
BabylonExport.Entities,dir
BabylonExport.Entities.csproj,file
BabylonExport.Interface,dir
BabylonExport.Interface.csproj,file
BabylonExport.csproj,file
BabylonExportActionItem.cs,file
BabylonExporter.Animation.cs,file
BabylonExporter.Camera.cs,file
BabylonExporter.Light.cs,file
BabylonExporter.Material.cs,file
BabylonExporter.Mesh.cs,file
BabylonExporter.ShadowGenerator.cs,file
BabylonExporter.Skeleton.cs,file
BabylonExporter.Texture.cs,file
BabylonExporter.cs,file
BabylonExporter.zip,file
BabylonFresnelParameters.cs,file
BabylonJS,dir
BabylonJS.csproj,file
BabylonJSDemo,dir
BabylonJSDemoController.cs,file
BabylonLensFlare.cs,file
BabylonLensFlareSystem.cs,file
BabylonLight.cs,file
BabylonMaterial.cs,file
BabylonMesh.cs,file
BabylonMultiMaterial.cs,file
BabylonParticleSystem.cs,file
BabylonPropertiesActionItem.cs,file
BabylonScene.cs,file
BabylonShadowGenerator.cs,file
BabylonSkeleton.cs,file
BabylonSubMesh.cs,file
BabylonTexture.cs,file
Blender,dir
Bones,dir
BuildOurOwnBabylonJS,dir
BuildOurOwnBabylonJS.bat,file
BuildOurOwnBabylonJS.csproj,file
BuildOurOwnBabylonJS.csproj.user,file
BuildOurOwnBabylonJS.exe,file
BuildOurOwnBabylonJS.sln,file
BuildOurOwnBabylonJSController.cs,file
BuildOurOwnBabylonJSServer,dir
BuildOurOwnBabylonJSServer.csproj,file
BuildOurOwnBabylonJSShared,dir
BuildOurOwnBabylonJSShared.csproj,file
BuildOurOwnBabylonJSWinJSApp,dir
BuildOurOwnBabylonJSWinJSApp.jsproj,file
CameraPropertiesForm.Designer.cs,file
CameraPropertiesForm.cs,file
CameraPropertiesForm.resx,file
Cameras,dir
Cheetah3d,dir
ColladaXnaBase.dll,file
ColladaXnaImporter.dll,file
Collisions,dir
Content,dir
ContentBuilder.cs,file
Controllers,dir
ConvertToBinary,dir
ConvertToBinary.csproj,file
Culling,dir
DAE,dir
DAEExporter.cs,file
Debug,dir
Descriptor.cs,file
DirectShow.Net.dll,file
Document.cs,file
Entities,dir
Error.cshtml,file
ErrorLogger.cs,file
Export,dir
ExportToBabylon.sln,file
Exporter,dir
ExporterForm.Designer.cs,file
ExporterForm.cs,file
ExporterForm.resx,file
Exporters,dir
FBX,dir
FBXExporter.cs,file
Forms,dir
Global.asax,file
Global.asax.cs,file
GlobalUtility.cs,file
GlobalVertex.cs,file
GraphicsDeviceService.cs,file
Gulp,dir
Home,dir
HomeController.cs,file
IDumpable.cs,file
IExporter.cs,file
IQueryable.cs,file
