name,type
.dockerignore,file
.editorconfig,file
.gitattributes,file
.gitignore,file
001_onboot,file
01-install-docker,file
02-install-docker-compose,file
03-setup-first-run,file
2017-08-19_00_InitialSetup.sql,file
2017-08-22_00_LicenseCheckScripts.sql,file
2017-08-30_00_CollectionWriteOnly.sql,file
2017-09-06_00_CipherDetails.sql,file
2017-09-08_00_OrgUserCounts.sql,file
2017-10-25_00_OrgUserUpdates.sql,file
2017-11-06_00_FamilyPlanAdjustments.sql,file
2017-11-13_00_IndexTuning.sql,file
2017-11-24_00_UpdateProcs.sql,file
2017-12-12_00_Events.sql,file
2018-02-28_00_LoginUris.sql,file
2018-03-12_00_FixLoginUris.sql,file
2018-03-21_00_AdminPortal.sql,file
2018-04-02_00_Org2fa.sql,file
2018-04-24_00_CipherQueryTuning.sql,file
2018-06-11_00_WebVaultUpdates.sql,file
2018-07-28_00_DbTuning.sql,file
2018-08-14_00_UserKdf.sql,file
2018-08-28_00_PremiumOrgAbilities.sql,file
2018-09-25_00_OrgPurge.sql,file
2018-10-17_00_ManagerRole.sql,file
2018-12-19_00_OrgUserTwoFactorEnabled.sql,file
2019-01-31_00_Transactions.sql,file
2019-03-01_00_OrgApi.sql,file
2019-05-01_00_CipherOrgDetailsFix.sql,file
2019-05-15_00_GroupNameFixes.sql,file
2019-05-28_00_CollectionCipherImprovements.sql,file
99-bitwarden-welcome,file
Accounts,dir
AccountsController.cs,file
ActivePageTagHelper.cs,file
AddedCredit.html.hbs,file
AddedCredit.text.hbs,file
AddedCreditViewModel.cs,file
Admin,dir
Admin.csproj,file
AdminSettings.cs,file
AliveJob.cs,file
AllowAllCorsPolicyService.cs,file
AmazonSesMailDeliveryService.cs,file
AmazonSesMailDeliveryServiceTests.cs,file
AmazonSqsBlockIpHostedService.cs,file
AmazonSqsBlockIpService.cs,file
AmazonSqsBlockIpServiceTests.cs,file
Api,dir
Api.csproj,file
ApiExplorerGroupConvention.cs,file
ApiHelpers.cs,file
ApiKeyRequestModel.cs,file
ApiKeyResponseModel.cs,file
ApiResources.cs,file
AppId.hbs,file
AppIdBuilder.cs,file
AppleController.cs,file
AppleIapService.cs,file
AppleReceiptNotification.cs,file
AppleReceiptStatus.cs,file
ApplicationCacheHostedService.cs,file
ApplicationCacheMessageType.cs,file
AssociationWithPermissionsBaseModel.cs,file
AssociationWithPermissionsRequestModel.cs,file
AssociationWithPermissionsResponseModel.cs,file
AttachmentResponseModel.cs,file
Attachments,dir
AuthenticatorTokenProvider.cs,file
AzureAttachmentStorageService.cs,file
AzureAttachmentStorageServiceTests.cs,file
AzureQueueBlockIpHostedService.cs,file
AzureQueueBlockIpService.cs,file
AzureQueueBlockIpServiceTests.cs,file
AzureQueueEventWriteService.cs,file
AzureQueueEventWriteServiceTests.cs,file
AzureQueueHostedService.cs,file
AzureQueuePushNotificationService.cs,file
AzureQueuePushNotificationServiceTests.cs,file
AzureSQLMaintenance.sql,file
BadRequestException.cs,file
BaseIdentityClientService.cs,file
BaseJob.cs,file
BaseJobsHostedService.cs,file
BaseMailModel.cs,file
BasePostgreSqlRepository.cs,file
BaseRepository.cs,file
Basic.html.hbs,file
Basic.text.hbs,file
Billing,dir
Billing.csproj,file
BillingHelpers.cs,file
BillingInfo.cs,file
BillingInformationModel.cs,file
BillingResponseModel.cs,file
BillingSettings.cs,file
BitPayClient.cs,file
BitPayController.cs,file
BitPayEventModel.cs,file
BitPayInvoiceRequestModel.cs,file
BlockIpHostedService.cs,file
Business,dir
CamelCaseJsonResultFilterAttribute.cs,file
CertBuilder.cs,file
ChangeEmail.html.hbs,file
ChangeEmail.text.hbs,file
ChangeEmailAlreadyExists.html.hbs,file
ChangeEmailAlreadyExists.text.hbs,file
ChangeEmailExistsViewModel.cs,file
ChargeBraintree.cshtml,file
ChargeBraintreeModel.cs,file
Cipher.cs,file
Cipher.sql,file
CipherAttachment.cs,file
CipherAttachmentModel.cs,file
CipherCardData.cs,file
CipherCardModel.cs,file
CipherData.cs,file
CipherDetails.cs,file
CipherDetails.sql,file
CipherDetails_Create.sql,file
CipherDetails_CreateWithCollections.sql,file
CipherDetails_ReadByIdUserId.sql,file
CipherDetails_ReadByUserId.sql,file
CipherDetails_ReadWithoutOrganizationsByUserId.sql,file
CipherDetails_Update.sql,file
CipherFieldData.cs,file
CipherFieldModel.cs,file
CipherIdentityData.cs,file
CipherIdentityModel.cs,file
CipherLoginData.cs,file
CipherLoginModel.cs,file
CipherOrganizationDetails.cs,file
CipherOrganizationDetails_ReadById.sql,file
CipherPartialRequestModel.cs,file
CipherPasswordHistoryData.cs,file
CipherPasswordHistoryModel.cs,file
CipherPurgeRequestModel.cs,file
CipherRepository.cs,file
CipherRequestModel.cs,file
CipherResponseModel.cs,file
CipherSecureNoteData.cs,file
CipherSecureNoteModel.cs,file
CipherService.cs,file
CipherServiceTests.cs,file
CipherType.cs,file
CipherView.sql,file
Cipher_Create.sql,file
Cipher_CreateWithCollections.sql,file
Cipher_Delete.sql,file
Cipher_DeleteAttachment.sql,file
Cipher_DeleteById.sql,file
Cipher_DeleteByOrganizationId.sql,file
Cipher_DeleteByUserId.sql,file
Cipher_Move.sql,file
Cipher_ReadById.sql,file
Cipher_ReadByOrganizationId.sql,file
Cipher_ReadCanEditByIdUserId.sql,file
Cipher_Update.sql,file
Cipher_UpdateAttachment.sql,file
Cipher_UpdateCollections.sql,file
Cipher_UpdatePartial.sql,file
Cipher_UpdateWithCollections.sql,file
CiphersController.cs,file
ClientStore.cs,file
CollectController.cs,file
Collection.cs,file
Collection.sql,file
CollectionBaseModel.cs,file
CollectionCipher.cs,file
CollectionCipher.sql,file
CollectionCipherRepository.cs,file
CollectionCipher_Create.sql,file
CollectionCipher_Delete.sql,file
CollectionCipher_ReadByOrganizationId.sql,file
CollectionCipher_ReadByUserId.sql,file
CollectionCipher_ReadByUserIdCipherId.sql,file
CollectionCipher_UpdateCollections.sql,file
CollectionCipher_UpdateCollectionsAdmin.sql,file
CollectionCipher_UpdateCollectionsForCiphers.sql,file
CollectionDetails.cs,file
CollectionGroup.sql,file
CollectionRepository.cs,file
CollectionRequestModel.cs,file
CollectionResponseModel.cs,file
CollectionService.cs,file
CollectionServiceTests.cs,file
CollectionUpdateRequestModel.cs,file
CollectionUser.sql,file
CollectionUser_Delete.sql,file
CollectionUser_ReadByCollectionId.sql,file
CollectionUser_UpdateUsers.sql,file
CollectionView.sql,file
Collection_Create.sql,file
Collection_CreateWithGroups.sql,file
Collection_DeleteById.sql,file
Collection_ReadById.sql,file
Collection_ReadByIdUserId.sql,file
Collection_ReadByOrganizationId.sql,file
Collection_ReadByUserId.sql,file
Collection_ReadCountByOrganizationId.sql,file
Collection_ReadWithGroupsById.sql,file
Collection_ReadWithGroupsByIdUserId.sql,file
Collection_Update.sql,file
Collection_UpdateWithGroups.sql,file
CollectionsController.cs,file
Configuration.cs,file
ConnectionCounter.cs,file
Constants.cs,file
Context.cs,file
Controllers,dir
Core,dir
Core.Test,dir
Core.Test.csproj,file
Core.csproj,file
CoreHelpers.cs,file
CreateUpdateTransaction.cshtml,file
CreateUpdateTransactionModel.cs,file
CurrentContext.cs,file
CurrentContextMiddleware.cs,file
CursorPagedModel.cs,file
CustomIdentityServiceCollectionExtensions.cs,file
CustomIpRateLimitMiddleware.cs,file
Data,dir
DatabaseExpiredGrantsJob.cs,file
DatabaseMigrationHostedService.cs,file
DatabaseRebuildlIndexesJob.cs,file
DatabaseUpdateStatisticsJob.cs,file
DateTimeHandler.cs,file
DbMigrator.cs,file
DbScripts,dir
DbUpLogger.cs,file
DeleteAccountRequestModel.cs,file
DeleteRecoverRequestModel.cs,file
Device.cs,file
Device.sql,file
DeviceRepository.cs,file
DeviceRequestModels.cs,file
DeviceResponseModel.cs,file
DeviceService.cs,file
DeviceServiceTests.cs,file
DeviceType.cs,file
DeviceView.sql,file
Device_ClearPushTokenById.sql,file
Device_Create.sql,file
Device_DeleteById.sql,file
Device_ReadById.sql,file
Device_ReadByIdentifier.sql,file
Device_ReadByIdentifierUserId.sql,file
Device_ReadByUserId.sql,file
Device_Update.sql,file
DevicesController.cs,file
DictionaryEntity.cs,file
DigitalOceanMarketplace,dir
DisableFormValueModelBindingAttribute.cs,file
DockerCompose.hbs,file
DockerComposeBuilder.cs,file
Dockerfile,file
DomainMappingService.cs,file
DomainName.cs,file
DomainsResponseModel.cs,file
DuoApi.cs,file
DuoWeb.cs,file
DuoWebTokenProvider.cs,file
Edit.cshtml,file
EmailRequestModel.cs,file
EmailTokenProvider.cs,file
EmailTokenRequestModel.cs,file
EmailTokenViewModel.cs,file
EncryptedStringLengthAttribute.cs,file
EncryptedValueAttribute.cs,file
EncryptionType.cs,file
EnumKeyResolver.cs,file
Enums,dir
EnvironmentFile.hbs,file
EnvironmentFileBuilder.cs,file
Error.cshtml,file
ErrorResponseModel.cs,file
ErrorViewModel.cs,file
Event.cs,file
Event.sql,file
EventFilterRequestModel.cs,file
EventMessage.cs,file
EventModel.cs,file
EventRepository.cs,file
EventResponseModel.cs,file
EventService.cs,file
EventServiceTests.cs,file
EventTableEntity.cs,file
EventType.cs,file
EventView.sql,file
Event_Create.sql,file
Event_ReadPageByCipherId.sql,file
Event_ReadPageByOrganizationId.sql,file
Event_ReadPageByOrganizationIdActingUserId.sql,file
Event_ReadPageByUserId.sql,file
Events,dir
Events.csproj,file
EventsController.cs,file
EventsProcessor,dir
EventsProcessor.csproj,file
ExceptionHandlerFilterAttribute.cs,file
Exceptions,dir
FieldType.cs,file
Folder.cs,file
Folder.sql,file
FolderRepository.cs,file
FolderRequestModel.cs,file
FolderResponseModel.cs,file
FolderView.sql,file
Folder_Create.sql,file
Folder_DeleteById.sql,file
Folder_ReadById.sql,file
Folder_ReadByUserId.sql,file
Folder_Update.sql,file
FoldersController.cs,file
Full.html.hbs,file
Full.text.hbs,file
Functions,dir
GatewayException.cs,file
