name,type
.appveyor.yml,file
.ccls.tpl,file
.clang_complete.tpl,file
.coveragerc,file
.cproject.tpl,file
.gcc-flags.json.tpl,file
.github,dir
.gitignore,file
.gitignore.tpl,file
.gitmodules,file
.idea,dir
.isort.cfg,file
.project.tpl,file
.pylintrc,file
.readthedocs.yml,file
.settings,dir
.style.yapf,file
.travis.yml,file
.vscode,dir
99-platformio-udev.rules,file
CMakeLists.txt.tpl,file
CMakeListsPrivate.txt.tpl,file
CONTRIBUTING.md,file
FUNDING.yml,file
HISTORY.rst,file
ISSUE_TEMPLATE.md,file
LICENSE,file
Makefile,file
PlatformIO Debugger.launch.tpl,file
README.rst,file
__init__.py,file
__main__.py,file
account.py,file
app.py,file
atom,dir
bar.ino,file
base.py,file
basic,dir
basic.ino,file
boards.py,file
builder,dir
c_cpp_properties.json.tpl,file
check,dir
ci.py,file
clangtidy.py,file
client.py,file
clion,dir
clion.iml.tpl,file
codeblocks,dir
command.py,file
commands,dir
compat.py,file
config.py,file
configurations.xml.tpl,file
conftest.py,file
core.py,file
cppcheck.py,file
debug,dir
defect.py,file
device.py,file
docspregen.py,file
downloader.py,file
eclipse,dir
emacs,dir
embedded.py,file
exception.py,file
extensions.json.tpl,file
fixsymlink.py,file
foo.pde,file
fs.py,file
get-platformio.py,file
handlers,dir
helpers.py,file
home,dir
ide,dir
ide.py,file
init.py,file
initcfgs.py,file
ino2cpp,dir
install_devplatforms.py,file
language.settings.xml.tpl,file
launch.json.tpl,file
launcher.properties.tpl,file
lib.py,file
lockfile.py,file
main.ino,file
main.py,file
maintenance.py,file
managers,dir
manifest,dir
misc.py,file
misc.xml.tpl,file
modules.xml.tpl,file
multifiles,dir
native.py,file
nbproject,dir
netbeans,dir
options.py,file
org.eclipse.cdt.core.prefs.tpl,file
os.py,file
package,dir
package.py,file
parser.py,file
piocore.py,file
pioide.py,file
piolib.py,file
piomaxlen.py,file
piomisc.py,file
pioplatform.py,file
pioproject.py,file
piosize.py,file
pioupload.py,file
platform.py,file
platformio,dir
platformio.cbp.tpl,file
platformio.iml.tpl,file
platformio.pro.tpl,file
platformio.py,file
platformio.sublime-project.tpl,file
platformio.vcxproj.filters.tpl,file
platformio.vcxproj.tpl,file
private,dir
private.xml.tpl,file
proc.py,file
process.py,file
processor.py,file
project,dir
project.py,file
project.xml.tpl,file
projectgenerator.py,file
qtcreator,dir
remote.py,file
rpc,dir
run,dir
schema.py,file
scripts,dir
server.py,file
settings.py,file
setup.py,file
strmultilines,dir
sublimetext,dir
telemetry.py,file
test,dir
test_boards.py,file
test_builder.py,file
test_check.py,file
test_ci.py,file
test_examples.py,file
test_init.py,file
test_ino2cpp.py,file
test_lib.py,file
test_maintenance.py,file
test_managers.py,file
test_misc.py,file
test_pkgmanifest.py,file
test_platform.py,file
test_projectconf.py,file
test_settings.py,file
test_test.py,file
test_update.py,file
tests,dir
tools,dir
tox.ini,file
tpls,dir
unpacker.py,file
update.py,file
upgrade.py,file
util.py,file
vcsclient.py,file
vim,dir
visualstudio,dir
vscode,dir
watcherTasks.xml.tpl,file
web.py,file
workspace.xml.tpl,file
