name,type
.locale-directory-name-en.txt,file
.locale-peer-id,file
4-day-work-week,dir
CODE_OF_CONDUCT.md,file
LICENSE.md,file
README.md,file
agile-software-development,dir
amazon-web-services,dir
api-using-json-v-grpc,dir
awgrymiadau-ar-gyfer-ysgrifennu-adrs-da,dir
aws-adr-process,dir
canllawiau-i-gyflawni-penderfyniadau-cynaliadwy,dir
choosing-a-database-technology,dir
confensiynau-enw-ffeil,dir
consejo-de-trabajo-en-equipo-para-adrs,dir
continuous-integration,dir
convenciones-de-nombre-de-archivo,dir
conventions-de-noms-de-fichiers,dir
css-framework,dir
cy,dir
decision-record-template-by-edgex,dir
decision-record-template-by-jeff-tyree-and-art-akerman,dir
decision-record-template-by-michael-nygard,dir
decision-record-template-for-alexandrian-pattern,dir
decision-record-template-for-business-case,dir
decision-record-template-of-the-madr-project,dir
decision-record-template-using-planguage,dir
decision-sustainability-criteria,dir
directrices-para-lograr-decisiones-sostenibles,dir
docker-swarm-container-orchestration,dir
documentos,dir
documents,dir
en,dir
environment-variable-configuration,dir
es,dir
examples,dir
file-name-conventions-for-adrs,dir
fr,dir
go-programming-language,dir
google-cloud-platform,dir
guidelines-to-achieve-sustainable-decisions,dir
high-trust-teamwork,dir
how-to-start-using-adrs,dir
how-to-start-using-adrs-with-git,dir
how-to-start-using-adrs-with-tools,dir
index.md,file
java-programming-language,dir
ko,dir
kubernetes-container-orchestration,dir
locales,dir
meini-prawf-cynaliadwyedd-penderfynu,dir
metrics-monitors-alerts,dir
microsoft-azure-cloud-infrastructure,dir
microsoft-azure-devops,dir
monorepo-vs-multirepo,dir
mysql-database,dir
nogfennau,dir
plantillas,dir
postgresql-database,dir
programming-code-editors,dir
programming-languages,dir
python-django-framework,dir
python-programming-language,dir
react-front-end-javascript-library,dir
ruby-on-rails-framework,dir
rust-programming-language,dir
secrets-storage,dir
snake-case-v-camelcase-for-a-rest-api,dir
sugerencias-para-escribir-buenos-adr,dir
suggestions-for-writing-good-adrs,dir
sut-i-ddechrau-defnyddio-adrs,dir
sut-i-ddechrau-defnyddio-adrs-gyda-git,dir
sut-i-ddechrau-defnyddio-adrs-gydag-offer,dir
svelte-front-end-javascript-library,dir
sveltekit-framework,dir
tailwind-css,dir
teamwork-advice-for-adrs,dir
templates,dir
templed-cofnod-penderfyniad-ar-gyfer-achos-busnes,dir
templed-cofnod-penderfyniad-ar-gyfer-patrwm-alecsandraidd,dir
templed-cofnod-penderfyniad-gan-edgex,dir
templed-cofnod-penderfyniad-gan-jeff-tyree-and-art-akerman,dir
templed-cofnod-penderfyniad-gan-michael-nygard,dir
templed-cofnod-penderfyniad-gan-planguage,dir
templed-cofnod-penderfyniad-y-prosiect-madr,dir
templedi,dir
timestamp-format,dir
vue-front-end-javascript-library,dir
what-is-an-architecture-decision-record,dir
work-from-home,dir
