name,type
.clang-format,file
.clang-tidy,file
.git-blame-ignore-revs,file
.gitattributes,file
.github,dir
.gitignore,file
CMakeLists.txt,file
INSTALL,file
LICENSE,file
README.md,file
android_sink.h,file
ansicolor_sink-inl.h,file
ansicolor_sink.h,file
appveyor.yml,file
args.h,file
argv.h,file
async.cpp,file
async.h,file
async_bench.cpp,file
async_logger-inl.h,file
async_logger.h,file
backtracer-inl.h,file
backtracer.h,file
base.h,file
base_sink-inl.h,file
base_sink.h,file
basic_file_sink-inl.h,file
basic_file_sink.h,file
bench,dir
bench.cpp,file
bin_to_hex.h,file
bundled,dir
bundled_fmtlib_format.cpp,file
callback_sink.h,file
cfg,dir
cfg.cpp,file
chrono.h,file
ci_setup_clang.sh,file
circular_q.h,file
cmake,dir
color.h,file
color_sinks.cpp,file
common-inl.h,file
common.h,file
compile.h,file
console_globals.h,file
core.h,file
daily_file_sink.h,file
details,dir
dist_sink.h,file
dup_filter_sink.h,file
env.h,file
example,dir
example.cpp,file
extract_version.py,file
file_helper-inl.h,file
file_helper.h,file
file_sinks.cpp,file
fmt,dir
fmt.h,file
fmt.license.rst,file
fmt_helper.h,file
format-inl.h,file
format.h,file
format.sh,file
formatter-bench.cpp,file
formatter.h,file
fwd.h,file
helpers-inl.h,file
helpers.h,file
hourly_file_sink.h,file
ide.cmake,file
include,dir
includes.h,file
jetbrains-variant-4.svg,file
kafka_sink.h,file
latency.cpp,file
linux.yml,file
locale.h,file
log_msg-inl.h,file
log_msg.h,file
log_msg_buffer-inl.h,file
log_msg_buffer.h,file
logger-inl.h,file
logger.h,file
logos,dir
macos.yml,file
main.cpp,file
mdc.h,file
mongo_sink.h,file
mpmc_blocking_q.h,file
msvc_sink.h,file
null_mutex.h,file
null_sink.h,file
os-inl.h,file
os.h,file
ostr.h,file
ostream.h,file
ostream_sink.h,file
pattern_formatter-inl.h,file
pattern_formatter.h,file
pch.h.in,file
periodic_worker-inl.h,file
periodic_worker.h,file
printf.h,file
qt_sinks.h,file
ranges.h,file
registry-inl.h,file
registry.h,file
ringbuffer_sink.h,file
rotating_file_sink-inl.h,file
rotating_file_sink.h,file
scripts,dir
sink-inl.h,file
sink.h,file
sinks,dir
spdlog,dir
spdlog-inl.h,file
spdlog.cpp,file
spdlog.h,file
spdlog.pc.in,file
spdlog.png,file
spdlogCPack.cmake,file
spdlogConfig.cmake.in,file
src,dir
std.h,file
stdout_color_sinks-inl.h,file
stdout_color_sinks.h,file
stdout_sinks-inl.h,file
stdout_sinks.cpp,file
stdout_sinks.h,file
stopwatch.h,file
synchronous_factory.h,file
syslog_sink.h,file
systemd_sink.h,file
tcp_client-windows.h,file
tcp_client.h,file
tcp_sink.h,file
test_async.cpp,file
test_backtrace.cpp,file
test_bin_to_hex.cpp,file
test_cfg.cpp,file
test_circular_q.cpp,file
test_create_dir.cpp,file
test_custom_callbacks.cpp,file
test_daily_logger.cpp,file
test_dup_filter.cpp,file
test_errors.cpp,file
test_eventlog.cpp,file
test_file_helper.cpp,file
test_file_logging.cpp,file
test_fmt_helper.cpp,file
test_macros.cpp,file
test_misc.cpp,file
test_mpmc_q.cpp,file
test_pattern_formatter.cpp,file
test_registry.cpp,file
test_sink.h,file
test_stdout_api.cpp,file
test_stopwatch.cpp,file
test_systemd.cpp,file
test_time_point.cpp,file
tests,dir
thread_pool-inl.h,file
thread_pool.h,file
tweakme.h,file
udp_client-windows.h,file
udp_client.h,file
udp_sink.h,file
utils.cmake,file
utils.cpp,file
utils.h,file
version.h,file
version.rc.in,file
win_eventlog_sink.h,file
wincolor_sink-inl.h,file
wincolor_sink.h,file
windows.yml,file
windows_include.h,file
workflows,dir
xchar.h,file
