name,type
.dockerignore,file
.editorconfig,file
.gitattributes,file
.github,dir
.gitignore,file
COPYING,file
COPYING.LibWhisker,file
Dockerfile,file
FUNDING.yml,file
FeatureRequest.md,file
ISSUE_TEMPLATE,dir
LW2.pm,file
README.md,file
TestRequest.md,file
alienlogo_vectorized.png,file
bug_report.md,file
config.xsl,file
config.yml,file
databases,dir
db_404_strings,file
db_content_search,file
db_dictionary,file
db_domino,file
db_drupal,file
db_embedded,file
db_favicon,file
db_headers_common,file
db_headers_suggested,file
db_httpoptions,file
db_multiple_index,file
db_outdated,file
db_parked_strings,file
db_realms,file
db_server_msgs,file
db_tests,file
db_variables,file
devdocs,dir
doc.css,file
docs,dir
documentation,dir
documentation_notes.txt,file
false_positive_negative_report.md,file
htm_close.tmpl,file
htm_end.tmpl,file
htm_host_head.tmpl,file
htm_host_im.tmpl,file
htm_host_item.tmpl,file
htm_start.tmpl,file
htm_stop.tmpl,file
htm_summary.tmpl,file
manpage.xml,file
nikto.1,file
nikto.conf.default,file
nikto.dtd,file
nikto.pl,file
nikto_apache_expect_xss.plugin,file
nikto_apacheusers.plugin,file
nikto_auth.plugin,file
nikto_cgi.plugin,file
nikto_clientaccesspolicy.plugin,file
nikto_content_search.plugin,file
nikto_cookies.plugin,file
nikto_core.plugin,file
nikto_dictionary_attack.plugin,file
nikto_dishwasher.plugin,file
nikto_docker_registry.plugin,file
nikto_domino.plugin,file
nikto_drupal.plugin,file
nikto_embedded.plugin,file
nikto_favicon.plugin,file
nikto_fileops.plugin,file
nikto_headers.plugin,file
nikto_httpoptions.plugin,file
nikto_ms10_070.plugin,file
nikto_msgs.plugin,file
nikto_multiple_index.plugin,file
nikto_negotiate.plugin,file
nikto_origin_reflection.plugin,file
nikto_outdated.plugin,file
nikto_parked.plugin,file
nikto_paths.plugin,file
nikto_put_del_test.plugin,file
nikto_report_csv.plugin,file
nikto_report_html.plugin,file
nikto_report_json.plugin,file
nikto_report_nbe.plugin,file
nikto_report_sqlg.plugin,file
nikto_report_text.plugin,file
nikto_report_xml.plugin,file
nikto_robots.plugin,file
nikto_schema.sql,file
nikto_shellshock.plugin,file
nikto_siebel.plugin,file
nikto_sitefiles.plugin,file
nikto_ssl.plugin,file
nikto_strutshock.plugin,file
nikto_tests.plugin,file
perltidyrc,file
plugins,dir
program,dir
replay.pl,file
templates,dir
xml_close.tmpl,file
xml_end.tmpl,file
xml_host_head.tmpl,file
xml_host_im.tmpl,file
xml_host_item.tmpl,file
xml_start.tmpl,file
xml_summary.tmpl,file
