name,type
.circleci,dir
.github,dir
.gitignore,file
1.json,file
2.json,file
AlertDialogFragment.kt,file
AlwaysAutoCompleteEditText.kt,file
AndroidManifest.xml,file
App.kt,file
AppDatabase.kt,file
AppUpdate.kt,file
AutoCollapseTextView.kt,file
AutoCompleteNetworkPreferenceDialogFragment.kt,file
BluetoothTethering.kt,file
BootReceiver.kt,file
CMakeLists.txt,file
Client.kt,file
ClientAddressInfo.kt,file
ClientRecord.kt,file
ClientViewModel.kt,file
ClientsFragment.kt,file
ConstantLookup.kt,file
Converters.kt,file
CustomTabsUrlSpan.kt,file
Data.kt,file
DefaultNetworkMonitor.kt,file
DeviceStorageApp.kt,file
DhcpWorkaround.kt,file
DnsForwarder.kt,file
DnsResolverCompat.kt,file
EBegFragment.kt,file
Events.kt,file
FUNDING.yml,file
FallbackUpstreamMonitor.kt,file
InetAddressComparator.kt,file
InterfaceManager.kt,file
InterfaceMonitor.kt,file
IpMonitor.kt,file
IpNeighbour.kt,file
IpNeighbourMonitor.kt,file
IpNeighbourMonitoringService.kt,file
IpNeighbourMonitoringTileService.kt,file
Jni.kt,file
KillableTileService.kt,file
LICENSE,file
LinkTextView.kt,file
LocalOnlyHotspotCallbacks.kt,file
LocalOnlyHotspotManager.kt,file
LocalOnlyHotspotService.kt,file
LocalOnlyHotspotTileService.kt,file
MacAddressCompat.kt,file
MacLookup.kt,file
MainActivity.kt,file
ManageBar.kt,file
Manager.kt,file
MigrationTest.kt,file
MiscCommands.kt,file
P2pSupplicantConfiguration.kt,file
QRCodeDialog.kt,file
README.md,file
RangeInput.kt,file
RemoveUidInterfaceRuleCommand.kt,file
RepeaterCommands.kt,file
RepeaterManager.kt,file
RepeaterService.kt,file
RepeaterTileService.kt,file
RootManager.kt,file
RootSession.kt,file
Routing.kt,file
RoutingCommands.kt,file
RoutingManager.kt,file
SelfDismissActivity.kt,file
ServiceForegroundConnector.kt,file
ServiceNotification.kt,file
Services.kt,file
SettingsPreferenceFragment.kt,file
SharedPreferenceDataStore.kt,file
SmartSnackbar.kt,file
SoftApCapability.kt,file
SoftApConfigurationCompat.kt,file
SoftApInfo.kt,file
StateAction.kt,file
StaticIpManager.kt,file
StaticIpSetter.kt,file
SummaryFallbackProvider.kt,file
