name,type
.dockerignore,file
.gitattributes,file
.github,dir
.gitignore,file
000.txtar,file
000_convert___to_top.txtar,file
000_detect_conflicting_value.txtar,file
000_errors.txtar,file
000_pick_first.txtar,file
001.txtar,file
001_conflicts_in_optional_fields_are_okay_.txtar,file
001_regexp.txtar,file
001_simple_disambiguation_conflict.txtar,file
002.txtar,file
002_arithmetic.txtar,file
002_associativity_of_defaults.txtar,file
002_resolve_all_disjunctions.txtar,file
003.txtar,file
003_field_templates.txtar,file
003_integer-specific_arithmetic.txtar,file
004.txtar,file
004_booleans.txtar,file
004_field_comprehension.txtar,file
005.txtar,file
005_JSON.txtar,file
005_boolean_arithmetic.txtar,file
005_conditional_field.txtar,file
006.txtar,file
006_arithmetic.txtar,file
006_basic_type.txtar,file
006_referencing_field_in_field_comprehension.txtar,file
007.txtar,file
007_different_labels_for_templates.txtar,file
007_inequality.txtar,file
007_strings_and_bytes.txtar,file
008.txtar,file
008_attributes.txtar,file
008_escaping.txtar,file
008_nested_templates_in_one_field.txtar,file
009.txtar,file
009_optional_field_unification.txtar,file
009_reference.txtar,file
009_template_unification_within_one_struct.txtar,file
010.txtar,file
010_field_comprehensions_with_multiple_keys.txtar,file
010_lists.txtar,file
010_optional_field_resolves_to_incomplete.txtar,file
011.txtar,file
011_bounds.txtar,file
011_field_comprehensions_with_templates.txtar,file
012.txtar,file
012_bound_conversions.txtar,file
012_disjunctions_of_lists.txtar,file
012_selecting.txtar,file
013.txtar,file
013_custom_validators.txtar,file
013_normalization.txtar,file
013_obj_unify.txtar,file
014.txtar,file
014_default_disambiguation_and_elimination.txtar,file
014_disjunctions.txtar,file
014_null_coalescing.txtar,file
015.txtar,file
015_list_comprehension.txtar,file
015_reference_across_tuples_and_back.txtar,file
015_types.txtar,file
016.txtar,file
016_comparison.txtar,file
016_index.txtar,file
016_struct_comprehension_with_template.txtar,file
017.txtar,file
017_disjunctions_of_lists.txtar,file
017_null.txtar,file
017_resolutions_in_struct_comprehension_keys.txtar,file
018.txtar,file
