name,type
.coveragerc,file
.github,dir
.gitignore,file
2to3.md,file
AE86.jpg,file
CHANGELOG,file
DEVELOP.md,file
ISSUE_TEMPLATE.md,file
LICENSE,file
Makefile,file
QUICK_REFERENCE.md,file
README.md,file
README.txt,file
XPATH.md,file
__init__.py,file
__main__.py,file
_archived,dir
_input.py,file
_proto.py,file
_selector.py,file
abstract.py,file
adbkit-init,dir
aircv,dir
api.rst,file
apk_install.py,file
assets,dir
baiduOCR.py,file
batteryweb,dir
cmd,dir
com.codeskyblue.remotecamera,dir
com.netease.cloudmusic,dir
conf.py,file
conftest.py,file
core.py,file
demo_tests,dir
docs,dir
examples,dir
exceptions.py,file
ext,dir
go.mod,file
go.sum,file
go.work,file
hogwarts.png,file
htmlreport,dir
htmlreport.png,file
httpcheck.go,file
image.py,file
img,dir
index.html,file
index.rst,file
info,dir
init-vendor.sh,file
init.py,file
main.go,file
main.js,file
main.py,file
main.yml,file
main_test.py,file
messagebox.py,file
minitouch.py,file
mobile_tests,dir
multi-thread-example.py,file
net.png,file
nohup.go,file
ocr,dir
package.json,file
perf,dir
pig.jpg,file
poetry.toml,file
popup.png,file
proxyhttp.go,file
pyproject.toml,file
qq-international-icon-32.png,file
qqgroup.png,file
release.yml,file
root.go,file
run.py,file
runtest.sh,file
runyaml,dir
screenrecord.py,file
settings.png,file
settings.py,file
simplehttpserver.py,file
skip_test_image.py,file
start.bat,file
summary.png,file
swipe.py,file
sync.sh,file
templates,dir
test.yml,file
test_app.py,file
test_core.py,file
test_device.py,file
test_import.py,file
test_input.py,file
test_logger.py,file
test_push_pull.py,file
test_screenrecord.py,file
test_selector.py,file
test_session.py,file
test_settings.py,file
test_simple.py,file
test_simple_example.py,file
test_swipe.py,file
test_utils.py,file
test_watcher.py,file
test_xpath.py,file
testdata,dir
tests,dir
u2iniit-standalone,dir
uiautomator2,dir
uiautomator2-init-standalone.bat,file
uiautomatorviewer-popup.png,file
uibox,dir
utils.py,file
version.py,file
watcher.py,file
webview.py,file
widget.py,file
workflows,dir
xpath.py,file
