name,type
.codeclimate.yml,file
.dockerignore,file
.env,file
.eslintignore,file
.fossa.yml,file
.gitattributes,file
.github,dir
.gitignore,file
.gitmodules,file
.golangci.yml,file
.images,dir
.keep,file
.npmrc,file
.prettiercc,file
.prettierignore,file
.stylelintignore,file
.stylelintrc,file
10.0,dir
10.0.0,dir
10.0.1,dir
10.0.2,dir
10.0.3,dir
10.0.4,dir
10.0.5,dir
101_initial_cluster.sh,file
101_initial_cluster.yaml,file
11.0,dir
11.0.0,dir
11.0.1,dir
11.0.2,dir
11.0.3,dir
11.0.4,dir
12.0,dir
12.0.0,dir
12.0.1,dir
12.0.2,dir
12.0.3,dir
12.0.4,dir
12.0.5,dir
12.0.6,dir
13.0,dir
13.0.0,dir
13.0.1,dir
13.0.2,dir
13.0.3,dir
14.0,dir
14.0-to-15.0-transition,dir
14.0.0,dir
14.0.1,dir
14.0.2,dir
14.0.3,dir
14.0.4,dir
14.0.5,dir
15.0,dir
15.0.0,dir
15.0.1,dir
15.0.2,dir
15.0.3,dir
15.0.4,dir
15.0.5,dir
16.0,dir
16.0.0,dir
16.0.1,dir
16.0.2,dir
16.0.3,dir
16.0.4,dir
16.0.5,dir
16.0.6,dir
16.0.7,dir
17.0,dir
17.0.0,dir
17.0.1,dir
17.0.2,dir
17.0.3,dir
17.0.4,dir
17.0.5,dir
17.0.6,dir
17.0.7,dir
18.0,dir
18.0.0,dir
18.0.1,dir
18.0.2,dir
18.0.3,dir
18.0.4,dir
18.0.5,dir
18.0.6,dir
18.0.7,dir
18.0.8,dir
19.0,dir
19.0.0,dir
19.0.1,dir
19.0.3,dir
19.0.4,dir
19.0.5,dir
19.0.6,dir
19.0.7,dir
19.0.8,dir
20.0,dir
20.0.0,dir
20.0.1,dir
20.0.2,dir
20.0.3,dir
20.0.4,dir
201_customer_tablets.sh,file
201_customer_tablets.yaml,file
201_main_sharded.sh,file
202_move_tables.sh,file
202_new_tablets.sh,file
203_reshard.sh,file
203_switch_reads.sh,file
204_switch_reads.sh,file
204_switch_writes.sh,file
205_clean_commerce.sh,file
205_switch_writes.sh,file
206_down_shard_0.sh,file
207_delete_shard_0.sh,file
21.0,dir
21.0.0,dir
21.0.1,dir
22.0,dir
22.0.0,dir
301_customer_sharded.sh,file
301_teardown.sh,file
302_new_shards.sh,file
302_new_shards.yaml,file
303_reshard.sh,file
304_switch_reads.sh,file
305_switch_writes.sh,file
306_down_shard_0.sh,file
306_down_shard_0.yaml,file
307_delete_shard_0.sh,file
401_scheduled_backups.yaml,file
401_teardown.sh,file
7.0,dir
7.0.0,dir
7.0.1,dir
7.0.2,dir
7.0.3,dir
8.0,dir
8.0.0,dir
8bit.go,file
9.0,dir
9.0.0,dir
9.0.1,dir
9.0.2,dir
ADOPTERS.md,file
APIScope.md,file
ActionPanel.test.tsx,file
ActionPanel.tsx,file
Advanced.test.tsx,file
Advanced.tsx,file
App.module.scss,file
App.tsx,file
AtomicDistributedTransaction.md,file
BackupStatusPip.tsx,file
Backups.tsx,file
BaseTest.java,file
BindVarTest.java,file
CHANGELOG.md,file
CODEOWNERS,file
CODE_OF_CONDUCT.md,file
CONTRIBUTING.md,file
CharsetMapping.java,file
ClusterRow.tsx,file
ClusterTopology.tsx,file
Clusters.tsx,file
Code.module.scss,file
Code.tsx,file
Collation.java,file
CommonUtils.java,file
ComponentizingTabletServer.md,file
ConnectionProperties.java,file
ConnectionPropertiesTest.java,file
Constants.java,file
ContentContainer.tsx,file
Context.java,file
CreateKeyspace.test.tsx,file
CreateKeyspace.tsx,file
CreateMaterialize.tsx,file
CreateMoveTables.tsx,file
CreateReshard.tsx,file
CreateSchemaMigration.module.scss,file
CreateSchemaMigration.tsx,file
Cursor.java,file
CursorTest.java,file
CursorWithError.java,file
D3Timeseries.tsx,file
DBProperties.java,file
DCO,file
DataCell.tsx,file
DataFilter.module.scss,file
DataFilter.tsx,file
DataTable.tsx,file
DateTime.java,file
DateTimeTest.java,file
Dialog.tsx,file
Divider.tsx,file
DockerBuild.md,file
Dockerfile,file
Dockerfile.common,file
Dockerfile.mysql80,file
Dockerfile.percona80,file
Dropdown.module.scss,file
Dropdown.tsx,file
Error404.module.scss,file
Error404.tsx,file
ErrorDialog.tsx,file
EventLogEntry.tsx,file
ExternalTabletLink.tsx,file
FakeSI.go,file
FieldMap.java,file
FieldWithMetadata.java,file
FieldWithMetadataTest.java,file
FormError.tsx,file
FullStatus.tsx,file
GOVERNANCE.md,file
GUIDING_PRINCIPLES.md,file
Gates.tsx,file
GrpcClient.java,file
GrpcClientFactory.java,file
GrpcClientStaticAuthTest.java,file
GrpcClientTest.java,file
GrpcClientTlsClientAuthTest.java,file
GrpcClientTlsTest.java,file
GrpcClientWithRetriesTest.java,file
GrpcStreamAdapter.java,file
HelpTooltip.module.scss,file
HelpTooltip.tsx,file
ISSUE_TEMPLATE,dir
Icon.tsx,file
InfoDialog.tsx,file
InfoDropdown.tsx,file
Keyspace.module.scss,file
Keyspace.tsx,file
KeyspaceAction.tsx,file
KeyspaceActions.tsx,file
KeyspaceLink.tsx,file
KeyspaceShards.module.scss,file
KeyspaceShards.tsx,file
KeyspaceVSchema.tsx,file
Keyspaces.tsx,file
LICENSE,file
LICENSE-freno,file
LICENSE_OFL.txt,file
Label.module.scss,file
Label.tsx,file
LifeOfAQuery.md,file
LongRunningJobs.md,file
MAINTAINERS.md,file
META-INF,dir
Makefile,file
MenuItem.tsx,file
MultiSelect.module.scss,file
MultiSelect.tsx,file
MysqlCharset.java,file
MysqlDefs.java,file
MysqlJDBCExample.java,file
NavCrumbs.module.scss,file
NavCrumbs.tsx,file
NavRail.module.scss,file
NavRail.tsx,file
Node.tsx,file
Nodes.tsx,file
NotoMono-Regular.ttf,file
NotoSans-Bold.ttf,file
NotoSans-Regular.ttf,file
NotoSans-SemiBold.ttf,file
NumberInput.tsx,file
OnlineDDLScheduler.md,file
OwnedPrimaryVindexes.md,file
PATENTS,file
PaginationNav.module.scss,file
PaginationNav.test.tsx,file
PaginationNav.tsx,file
Pip.module.scss,file
Pip.tsx,file
Proto.java,file
ProtoTest.java,file
QueryErrorPlaceholder.test.tsx,file
QueryErrorPlaceholder.tsx,file
QueryLoadingPlaceholder.test.tsx,file
QueryLoadingPlaceholder.tsx,file
README.md,file
README.txt,file
ReadOnlyGate.test.tsx,file
ReadOnlyGate.tsx,file
RealTimeParamsChange.md,file
RefreshableVTGateConnection.java,file
ReplicationLagBasedThrottlingOfTransactions.md,file
RetryingInterceptor.java,file
RetryingInterceptorConfig.java,file
RetryingInterceptorTest.java,file
Row.java,file
RowBasedReplication.md,file
RpcClient.java,file
RpcClientFactory.java,file
RpcClientTest.java,file
SECURITY.md,file
SEVERITY.md,file
SQLFuture.java,file
SQL_builder.go,file
STEERING.md,file
SafeLazyDropTables.md,file
Schema.module.scss,file
Schema.tsx,file
SchemaMigrations.tsx,file
Schemas.tsx,file
Select.module.scss,file
Select.tsx,file
SeparatingVttabletMysql.md,file
Settings.module.scss,file
Settings.tsx,file
Shard.module.scss,file
Shard.tsx,file
ShardLink.tsx,file
ShardServingPip.tsx,file
ShardTablets.module.scss,file
ShardTablets.tsx,file
SimpleCursor.java,file
Snackbar.tsx,file
Spinner.module.scss,file
Spinner.tsx,file
StaticAuthCredentials.java,file
Stream.module.scss,file
Stream.tsx,file
StreamCursor.java,file
StreamIterator.java,file
StreamStatePip.tsx,file
StringUtils.java,file
StringUtilsTest.java,file
Tab.module.scss,file
Tab.tsx,file
TabContainer.module.scss,file
TabContainer.tsx,file
Tablet.module.scss,file
Tablet.test.tsx,file
Tablet.tsx,file
TabletCharts.tsx,file
TabletLink.tsx,file
TabletManagerModel.md,file
TabletQPSChart.tsx,file
TabletRouting.md,file
TabletServerParamsAsYAML.md,file
TabletServingPip.tsx,file
TabletVReplicationQPSChart.tsx,file
Tablets.test.tsx,file
Tablets.tsx,file
TestEnv.java,file
TestUtil.java,file
TestingStrategy.md,file
TextInput.module.scss,file
TextInput.tsx,file
TlsOptions.java,file
Toggle.tsx,file
Tooltip.module.scss,file
Tooltip.tsx,file
TopoLocks.md,file
Topology.tsx,file
TopologyTree.tsx,file
Transaction.tsx,file
TransactionAction.tsx,file
TransactionActions.tsx,file
TransactionLink.tsx,file
Transactions.tsx,file
TxInteractions.png,file
TxLifecycle.png,file
V3HighLevelDesign.md,file
V3VindexDesign.md,file
VIT-01-report.pdf,file
VIT-02-report-fuzzing-audit.pdf,file
VIT-03-report-security-audit.pdf,file
VTExplain.module.scss,file
VTExplain.tsx,file
VTGateBlockingConnection.java,file
VTGateBuffering.md,file
VTGateConnection.java,file
VTGateSubqueries.md,file
VTGateV3Features.md,file
VTSession.java,file
VTTabletFastStateTransitions.md,file
ValidationResults.tsx,file
VindexAsTable.md,file
Vision.md,file
VitessClientExample.java,file
VitessConnection.java,file
VitessConnectionTest.java,file
VitessDatabaseMetaData.java,file
VitessDatabaseMetadataTest.java,file
VitessDriver.java,file
VitessDriverTest.java,file
VitessJDBCExample.java,file
VitessJDBCUrl.java,file
VitessJDBCUrlTest.java,file
VitessLogo.tsx,file
VitessMariaDBDatabaseMetadata.java,file
VitessMySQLDatabaseMetadata.java,file
VitessParameterMetaData.java,file
VitessParameterMetaDataTest.java,file
VitessPreparedStatement.java,file
VitessPreparedStatementTest.java,file
VitessQueues.md,file
VitessResultSet.java,file
VitessResultSetMetaData.java,file
VitessResultSetMetadataTest.java,file
VitessResultSetTest.java,file
VitessSlackGuidelinesv1_0.md,file
VitessSpectrum.png,file
VitessStatement.java,file
VitessStatementTest.java,file
VitessVTGateManager.java,file
VitessVTGateManagerTest.java,file
Vtctlds.tsx,file
Workflow.module.scss,file
Workflow.tsx,file
WorkflowAction.tsx,file
WorkflowActions.tsx,file
WorkflowDetails.tsx,file
WorkflowStreams.tsx,file
WorkflowStreamsLagChart.test.tsx,file
WorkflowStreamsLagChart.test.tsx.snap,file
WorkflowStreamsLagChart.tsx,file
WorkflowVDiff.tsx,file
Workflows.module.scss,file
Workflows.tsx,file
WorkspaceHeader.module.scss,file
WorkspaceHeader.tsx,file
WorkspaceTitle.module.scss,file
WorkspaceTitle.tsx,file
__init__.py,file
__snapshots__,dir
acl,dir
acl.go,file
acl_test.go,file
action.go,file
action_repository.go,file
action_test.go,file
add-fulltext,dir
add-two-fulltext,dir
add.go,file
add_auth.go,file
add_keyspace_test.go,file
add_test.go,file
after_columns,file
aggr_cases.json,file
aggr_test.go,file
aggregate.go,file
aggregate_test.go,file
aggregated.go,file
aggregated_interval_history.go,file
aggregated_interval_history_test.go,file
aggregation,dir
aggregation.test,file
aggregation_pushing.go,file
aggregation_pushing_helper.go,file
aggregation_test.go,file
aggregations.go,file
aggregations_test.go,file
aggregator.go,file
alertFail.svg,file
all_test_for_coverage.sh,file
allow_schemadiff_normalization,file
alter,file
alter-charset-non-utf8,dir
alter-charset-non-utf8-80,dir
alter-charset-non-utf8-80-vcopier,dir
alterVschema_cases.json,file
analysis.go,file
analysis_dao.go,file
analysis_dao_test.go,file
analysis_test.go,file
analyzer.go,file
analyzer_dml_test.go,file
analyzer_test.go,file
annotations.go,file
annotations_test.go,file
api,dir
api-server.md,file
api.go,file
api.test.tsx,file
api.ts,file
api_aggregation.go,file
api_aggregation_test.go,file
api_arithmetic_test.go,file
api_authz_test.go,file
api_coerce.go,file
api_compare.go,file
api_compare_test.go,file
api_hash.go,file
api_hash_test.go,file
api_literal.go,file
api_test.go,file
api_type_aggregation.go,file
api_type_aggregation_test.go,file
app.go,file
app_customer,dir
app_test.go,file
app_throttle.go,file
apply_join.go,file
arena.go,file
arithmetic.go,file
assign_milestone.yml,file
ast.go,file
ast_clone.go,file
ast_copy_on_rewrite.go,file
ast_copy_on_rewrite_test.go,file
ast_equals.go,file
ast_format.go,file
ast_format_fast.go,file
ast_funcs.go,file
ast_funcs_test.go,file
ast_fuzzer.go,file
ast_rewrite.go,file
ast_rewriting.go,file
ast_rewriting_test.go,file
ast_test.go,file
ast_to_op.go,file
ast_visit.go,file
astfmtgen,dir
asthelpergen,dir
asthelpergen.go,file
asthelpergen_test.go,file
asthelpers,file
atof.go,file
atomic128.go,file
atomic128_amd64.s,file
atomic128_arm64.s,file
atomic128_spinlock.go,file
atomic128_test.go,file
atomic2,dir
atomicity_method1.sh,file
atomicity_method2.sh,file
atomicity_method2_reads.sh,file
atomicity_method2_working.sh,file
atomicity_method3.sh,file
atomicity_schema.sql,file
atomicity_vschema.json,file
audit_dao.go,file
audit_dao_nosyslog.go,file
audit_dao_syslog.go,file
audit_dao_test.go,file
auth_server.go,file
auth_server_clientcert.go,file
auth_server_clientcert_test.go,file
auth_server_ldap.go,file
auth_server_ldap_test.go,file
auth_server_none.go,file
auth_server_static.go,file
auth_server_static_test.go,file
auth_server_test.go,file
auth_server_vault.go,file
auth_server_vault_test.go,file
authentication.go,file
authorization.go,file
authorizer_test.go,file
authztestgen,dir
auto_approve_pr.yml,file
autocommit_test.go,file
autogen-check-constraint-name,dir
autogenerate,dir
autoinc-copy-deletes,dir
autoinc-copy-deletes-mysql80,dir
autoinc-copy-deletes-user-defined,dir
autoinc-copy-simple,dir
autoinc-copy-simple-mysql80,dir
autoinc-zero-value,dir
awk.go,file
azblob.go,file
azblobbackupstorage,dir
back_to_dev_mode.sh,file
backend.go,file
backend_test.go,file
backoff,dir
backoff.go,file
backoff_test.go,file
backup,dir
backup.go,file
backup_mysqlctld_test.go,file
backup_only_test.go,file
backup_pitr_mysqlshell_test.go,file
backup_pitr_test.go,file
backup_pitr_xtrabackup_test.go,file
backup_race_test.go,file
backup_test.go,file
backup_utils.go,file
backupengine.go,file
backupengine_test.go,file
backups,dir
backups.go,file
backups.ts,file
backupstats,dir
backupstorage,dir
balancer,dir
balancer.go,file
balancer_test.go,file
base,dir
base.py,file
base_vschema.json,file
batcher.go,file
batcher_test.go,file
before_columns,file
bench_test.go,file
benchmark,dir
benchmark_test.go,file
benchmarking,dir
beta.go,file
beta_test.go,file
bf,dir
bf.go,file
bf_test.go,file
bidi_stream.go,file
bigint-change-nullable,dir
bin,dir
binaries,dir
binary.go,file
binary_test.go,file
binarymd5.go,file
binarymd5_test.go,file
bind_var_needs.go,file
bind_variables.go,file
bind_variables_test.go,file
binder.go,file
binlog,dir
binlog.go,file
binlog_connection.go,file
binlog_dump.go,file
binlog_event.go,file
binlog_event_common.go,file
binlog_event_common_test.go,file
binlog_event_compression.go,file
binlog_event_compression_test.go,file
binlog_event_filepos.go,file
binlog_event_make.go,file
binlog_event_make_test.go,file
binlog_event_mariadb.go,file
binlog_event_mariadb_test.go,file
binlog_event_mysql56.go,file
binlog_event_mysql56_test.go,file
binlog_event_rbr.go,file
binlog_event_test.go,file
binlog_json.go,file
binlog_json_test.go,file
binlog_player.go,file
binlog_player_test.go,file
binlog_streamer.go,file
binlog_streamer_rbr_test.go,file
binlog_streamer_test.go,file
binlog_test.go,file
binlog_watcher.go,file
binlogdata,dir
binlogdata.pb.go,file
binlogdata.proto,file
binlogdata_vtproto.pb.go,file
binlogplayer,dir
binlogplayertest,dir
binlogs_gtid.go,file
binlogs_gtid_test.go,file
binlogservice,dir
binlogservice.pb.go,file
binlogservice.proto,file
binlogservice_grpc.pb.go,file
binlogsource.go,file
binlogsource_test.go,file
bit-add,dir
bit-dml,dir
bitset,dir
bitset.go,file
bitset_test.go,file
blackbox,dir
bootstrap,dir
bootstrap.sh,file
bucketpool,dir
bucketpool.go,file
bucketpool_test.go,file
buffer,dir
buffer.go,file
buffer_helper_test.go,file
buffer_test.go,file
buffer_test_helpers.go,file
bug.svg,file
bug_report.yml,file
bugsnag.ts,file
build.env,file
build.sh,file
build_version_flags.sh,file
builder.go,file
buildinfo.go,file
buildinfo_test.go,file
builtinbackupengine.go,file
builtinbackupengine_linux.go,file
builtinbackupengine_stub.go,file
builtinbackupengine_test.go,file
by_metric.go,file
bypass.go,file
bypass_keyrange_cases.json,file
bypass_shard_cases.json,file
bytes2,dir
bytes_trie.go,file
bytestrie,dir
ca.config,file
ca.pem,file
cache,dir
cache.go,file
cache_test.go,file
cached_client.go,file
cached_client_flaky_test.go,file
cached_size.go,file
caches,dir
call_cases.json,file
call_proc.go,file
call_test.go,file
callerid,dir
callerid.go,file
callerid_test.go,file
callinfo,dir
callinfo.go,file
callinfo_test.go,file
cancel.go,file
candide-gb18030.txt,file
capabilities,dir
capability.go,file
capability_test.go,file
capabilityset.go,file
cases.go,file
cast.go,file
cast_test.go,file
casting_test.go,file
cat.go,file
cell_alias_test.go,file
cell_info.go,file
cell_info_test.go,file
cellalias,dir
cells.go,file
cells_aliases.go,file
cells_aliases_test.go,file
ceph.go,file
ceph_backup_config.json,file
cephbackupstorage,dir
cert.config,file
cfc.go,file
cfc_test.go,file
changelog,dir
changelog.md,file
char-collate-binary,dir
char.brk,file
charset,dir
charset.go,file
charset_test.go,file
chart.svg,file
charts,dir
check-constraint,dir
check.go,file
checkSuccess.svg,file
check_astfmtgen.sh,file
check_go_versions.sh,file
check_invalid.go,file
check_invalid_test.go,file
check_label.yml,file
check_make_parser.sh,file
check_make_proto.sh,file
check_make_sizegen.sh,file
check_make_vtadmin_authz_testgen.sh,file
check_make_vtadmin_authz_testgen.yml,file
check_make_vtadmin_web_proto.sh,file
check_make_vtadmin_web_proto.yml,file
check_result.go,file
check_result_test.go,file
checkstyle,file
checkstyle-suppression.xml,file
chevronDown.svg,file
chevronUp.svg,file
chinese.test,file
chmod.go,file
ci-config,dir
ci_workflow_gen.go,file
circleAdd.svg,file
classic_latin.test,file
cli,dir
cli.go,file
cli_test.go,file
client,dir
client.go,file
client.sh,file
client_auth_static.go,file
client_auth_static_test.go,file
client_gen.go,file
client_java.sh,file
client_jdbc.sh,file
client_test.go,file
client_test.sh,file
clone_gen.go,file
close.go,file
close_stale_pull_requests.yml,file
cluster,dir
cluster-config.md,file
cluster.go,file
cluster_endtoend_12.yml,file
cluster_endtoend_13.yml,file
cluster_endtoend_15.yml,file
cluster_endtoend_18.yml,file
cluster_endtoend_21.yml,file
cluster_endtoend_backup_pitr.yml,file
cluster_endtoend_backup_pitr_mysqlshell.yml,file
cluster_endtoend_backup_pitr_xtrabackup.yml,file
cluster_endtoend_ers_prs_newfeatures_heavy.yml,file
cluster_endtoend_mysql80.yml,file
cluster_endtoend_mysql_server_vault.yml,file
cluster_endtoend_onlineddl_revert.yml,file
cluster_endtoend_onlineddl_scheduler.yml,file
cluster_endtoend_onlineddl_vrepl.yml,file
cluster_endtoend_onlineddl_vrepl_stress.yml,file
cluster_endtoend_onlineddl_vrepl_stress_suite.yml,file
cluster_endtoend_onlineddl_vrepl_suite.yml,file
cluster_endtoend_schemadiff_vrepl.yml,file
cluster_endtoend_tabletmanager_consul.yml,file
cluster_endtoend_tabletmanager_tablegc.yml,file
cluster_endtoend_tabletmanager_throttler_topo.yml,file
cluster_endtoend_test.tpl,file
cluster_endtoend_test_docker.tpl,file
cluster_endtoend_test_mysql57.tpl,file
cluster_endtoend_topo_connection_cache.yml,file
cluster_endtoend_vreplication_across_db_versions.yml,file
cluster_endtoend_vreplication_basic.yml,file
cluster_endtoend_vreplication_cellalias.yml,file
cluster_endtoend_vreplication_copy_parallel.yml,file
cluster_endtoend_vreplication_foreign_key_stress.yml,file
cluster_endtoend_vreplication_mariadb_to_mysql.yml,file
cluster_endtoend_vreplication_migrate.yml,file
cluster_endtoend_vreplication_multi_tenant.yml,file
cluster_endtoend_vreplication_partial_movetables_and_materialize.yml,file
cluster_endtoend_vreplication_v2.yml,file
cluster_endtoend_vreplication_vtctldclient_vdiff2_movetables_tz.yml,file
cluster_endtoend_vstream.yml,file
cluster_endtoend_vtbackup.yml,file
cluster_endtoend_vtctlbackup_sharded_clustertest_heavy.yml,file
cluster_endtoend_vtgate_concurrentdml.yml,file
cluster_endtoend_vtgate_foreignkey_stress.yml,file
cluster_endtoend_vtgate_gen4.yml,file
cluster_endtoend_vtgate_general_heavy.yml,file
cluster_endtoend_vtgate_godriver.yml,file
cluster_endtoend_vtgate_partial_keyspace.yml,file
cluster_endtoend_vtgate_plantests.yml,file
cluster_endtoend_vtgate_queries.yml,file
cluster_endtoend_vtgate_readafterwrite.yml,file
cluster_endtoend_vtgate_reservedconn.yml,file
cluster_endtoend_vtgate_schema.yml,file
cluster_endtoend_vtgate_schema_tracker.yml,file
cluster_endtoend_vtgate_tablet_healthcheck_cache.yml,file
cluster_endtoend_vtgate_topo.yml,file
cluster_endtoend_vtgate_topo_consul.yml,file
cluster_endtoend_vtgate_topo_etcd.yml,file
cluster_endtoend_vtgate_transaction.yml,file
cluster_endtoend_vtgate_unsharded.yml,file
cluster_endtoend_vtgate_vindex_heavy.yml,file
cluster_endtoend_vtgate_vschema.yml,file
cluster_endtoend_vtorc.yml,file
cluster_endtoend_vttablet_prscomplex.yml,file
cluster_endtoend_xb_backup.yml,file
cluster_endtoend_xb_recovery.yml,file
cluster_internal_test.go,file
cluster_process.go,file
cluster_test.go,file
cluster_util.go,file
cluster_vitess_tester.tpl,file
clusterfuzz-testcase-minimized-handle_next_command_fuzzer-4604217852559360,file
clusterfuzz-testcase-minimized-handle_next_command_fuzzer-4955625785262080,file
clusterfuzz-testcase-minimized-handle_next_command_fuzzer-5298715423277056,file
clusterfuzz-testcase-minimized-handle_next_command_fuzzer-6488670103273472,file
clusterfuzz-testcase-minimized-vtctl_fuzzer-6117897597485056,file
clusterfuzz-testcase-planbuilder_fuzzer-1,file
clusterfuzz-testcase-planbuilder_fuzzer-5577761986052096,file
clusterfuzz-testcase-vtctl_fuzzer-6117897597485056,file
clusters,dir
clusters.go,file
clusters.yaml,file
clustertest,dir
cmd,dir
cmd.go,file
cmp.go,file
cobra.go,file
code.go,file
code_freeze.sh,file
code_freeze.yml,file
codecov.yml,file
codegen,dir
codegen.go,file
codepoint_order.test,file
codeql_analysis.yml,file
coercion.go,file
coercion_test.go,file
collate,dir
collate.go,file
collation.go,file
collations,dir
collations_MariaDB100.csv,file
collations_MariaDB101.csv,file
collations_MariaDB102.csv,file
collations_MariaDB103.csv,file
collations_MySQL56.csv,file
collations_MySQL57.csv,file
collations_MySQL8.csv,file
collations_test.go,file
colldata,dir
colldump,dir
colldump.sh,file
collection,dir
collection.go,file
collection_test.go,file
collector.go,file
collectors.go,file
collectors_test.go,file
collelem.go,file
colltab,dir
column.go,file
column_name_test.go,file
column_test.go,file
command,dir
commands_test.go,file
comments-output.txt,file
comments-queries.sql,file
comments.go,file
comments_test.go,file
commerce.sql,file
commit-msg,file
commit-msg.signoff,file
common,dir
common.go,file
common_test.go,file
compare.go,file
compare_test.go,file
comparison_test.go,file
compat.go,file
compatibility_test.go,file
compiler.go,file
compiler_asm.go,file
compiler_asm_push.go,file
compiler_fn.go,file
compiler_table.go,file
compiler_test.go,file
complete.go,file
component.go,file
components,dir
compose,dir
composition.go,file
compression.go,file
compression_benchmark_test.go,file
compression_test.go,file
concatenate.go,file
concatenate_test.go,file
concurrency,dir
concurrentdml,dir
config,dir
config.go,file
config.js,file
config.json,file
config.yaml,file
config.yml,file
config_partial_keyspace.json,file
config_test.go,file
conn.go,file
conn_fake.go,file
conn_params.go,file
conn_params_test.go,file
conn_rpc_test.go,file
conn_test.go,file
conn_unix.go,file
conn_windows.go,file
conn_wrapper.go,file
connection.go,file
connection_pool.go,file
connectiondrain,dir
connecttcp,dir
connkiller_test.go,file
connkilling,dir
connpool,dir
consistent_lookup.go,file
consistent_lookup_test.go,file
console_logger.go,file
console_logger_test.go,file
consolidator,dir
consolidator.go,file
consolidator_test.go,file
constants,dir
constants.go,file
constants_test.go,file
consul,dir
consul-down.sh,file
consul-up.sh,file
consultopo,dir
contract.go,file
contractions.go,file
controller.go,file
controller_plan.go,file
controller_plan_test.go,file
controller_test.go,file
convert-utf8mb4,dir
convert.go,file
convert_grep_to_fuzzer.go,file
convert_test.go,file
copy.go,file
copy_on_rewrite_gen.go,file
copy_schema_shard_test.go,file
copy_state.sql,file
copy_test.go,file
correctness_test.go,file
counter.go,file
counter_map.go,file
counter_map_test.go,file
counter_test.go,file
counters.go,file
counters_test.go,file
countries.json,file
cow.go,file
cp.go,file
create.go,file
create.sql,file
createKeyspace,dir
createSchemaMigration,dir
createWorkflow,dir
create_commerce_schema.sql,file
create_commerce_seq.sql,file
create_customer_schema.sql,file
create_customer_sharded.sql,file
create_dinosaurs.sql,file
create_eggs.sql,file
create_lookup_schema.sql,file
create_main_schema.sql,file
create_messages.sql,file
create_messages_message_lookup.sql,file
create_release.sh,file
create_release.yml,file
